-7947,8110304013
-7741,4925664537
-7529,8759305533
-7312,8562689936
-7090,337238937
-6862,2315628587
-6628,4615225583
-6388,9593911614
-6143,6678084529
-5892,5400865788
-5635,5404614828
-5372,6442844343
-5103,838151603
-4829,119978351
-4548,4990166291
-4261,9958192728
-3969,6421523205
-3671,4808580823
-3367,5656712839
-3057,9609910675
-2742,7416116913
-2421,9924149443
-2095,8080273544
-1764,2924453475
-1427,5586315884
-1085,7280857428
-738,930392956974
-387,302753353553
-30,9894958196637
329,858420654207
695,083914882056
1064,52429750654
1438,0117881002
1815,37403239309
2196,4346167886
2581,01357746684
2968,92790149899
3359,99201754668
3754,01827388562
4150,81740165886
4550,19896145857
4951,97177149285
5355,94431580896
5761,92513121721
6169,72317176183
6579,14814980479
6990,01085294729
7402,12343625416
7815,29968941128
8229,3552786595
8644,10796351994
9059,37778851942
9474,9872502921
9890,76144061668
10306,5281660859
10722,1180452696
11137,3645843739
11552,1042325123
11966,1764178382
12379,4235658899
12791,6911015677
13202,8274362792
13612,6839418273
14021,1149126688
14427,9775182138
14833,1317468789
15236,4403435961
15637,7687424599
16036,984996234
16433,9597043642
16828,5659411183
17220,6760777546
17610,0993993637
17996,4821372311
18379,4171725728
18758,6769293836
19134,3160804331
19506,5871167061
19875,7513834626
20241,9153813669
20604,9764093056
20964,6802403945
21320,7341836576
21672,9058503919
22021,0648796641
22365,1652771875
22705,1954650321
23041,1301456545
23372,9062614075
23700,426472077
24023,5791969662
24342,2599455078
24656,3832015767
24965,8823795612
25270,702060591
25570,7890863804
25866,0874178807
26156,5381332038
26442,0829138516
26722,6681796439
26998,2476581987
27268,7826987841
27534,2410039372
27794,5950263176
28049,8210350442
28299,899185247
28544,8143042762
28784,556826158
29019,1234220124
29248,5171470553
29472,7472333871
29691,8287871898
29905,7826008996
30114,6351622079
30318,4188022461
30517,171864031
30710,9387874771
30899,7700717181
31083,7221390155
31262,8571560657
31437,2428615213
31606,9524187059
31772,0642821097
31932,6620511175
32088,8342877595
32240,6742897917
32388,279825355
32531,7528430892
32671,1991701761
32806,7282039031
32938,4525951695
33066,4879188219
33190,9523265568
33311,9661813759
33429,6455614267
33544,0211141368
33654,9482965256
33762,255392186
33865,9882121791
33966,4944500995
34064,3043523369
34159,9105746475
34253,5975060612
34345,4088864123
34435,2437740319
34523,0017264685
34608,6896780143
34692,4447693445
34774,4831217765
34855,0206693132
34934,2143982156
35012,1485760514
35088,8603287823
35164,3799511442
35238,7605238724
35312,0841845746
35384,4482659483
35455,9442486185
35526,6426449529
35596,590111899
35665,804339859
35732,3090341396
35781,251812742
35781,6345420152
35706,8934812957
35557,2209983832
35362,5362192568
35165,7322208196
34999,1749537802
34870,0215664489
34761,6830581398
34647,7560032299
34508,1973279131
34338,5904370001
34149,0628042637
33955,7619592511
33771,1987905771
33598,8386284848
33433,6972849841
33267,0653754721
33091,8286879191
32905,5131957935
32710,1495013387
32509,9205036304
32308,3832288919
32106,7349111997
31903,6476959293
31696,2889976297
31481,7019828717
31257,8082264961
31023,7035186526
30779,3519721422
30525,0281672923
30260,8560234513
29986,6265334157
29701,8791132805
29406,1092494243
29098,9528551641
28780,2640531132
28450,0878334276
28108,5827701712
27755,9546136275
27392,4326453362
27018,2844070576
26633,8430071846
26239,5216727901
25835,8053774935
25423,2261490805
25002,3369715837
24573,6966063675
24137,8685008164
23695,4280619034
23246,9688555853
22793,1005917249
22334,4374565243
21871,5806840267
21405,101558958
20935,5298663713
20463,3495625207
19989,0002058035
19512,8809739513
19035,3542722063
18556,7473695776
18077,3521437538
17597,4240467799
17117,1815504463
16636,806830058
16156,4477664164
15676,2208818713
15196,2147242394
14716,4933807045
14237,1000399789
13758,0606554756
13279,3816268682
12800,9728889737
12322,5622370177
11843,8470425421
11364,7421022987
10885,4665547322
10406,4266105889
9927,99711678184
9450,35237299703
8973,43510584914
8497,0536637467
8021,02825161712
7545,29863158927
7069,9475048043
6595,14955916005
6121,09231858154
5647,91718372711
5175,70529063225
4704,5025865032
4234,35954283683
3765,36011052844
3297,62729377752
2831,30864663348
2366,55594465375
1903,52002788133
1442,38599012253
983,450610799002
525,273382895291
53,9006832219675
-460,358986220272
-1042,39888696723
-1690,11262674157
-2371,57586230685
-3041,93258130336
-3666,97744921699
-4237,86189948484
-4769,61496141214
-5287,12581406613
-5808,85721817183
-6337,69596789017
-6862,28765178766
-7365,68310942622
-7834,92029569068
-8266,24002750074
-8664,31150409696
-9037,43527109883
-9392,26491540112
-9730,86524088459
-10050,9416570393
-10348,2311695167
-10619,2585527656
-10863,0131412177
-11081,0563759119
-11276,4670646775
-11452,4551755885
-11611,372261037
-11754,4322755332
-11882,0261274381
-11994,2767720729
-12091,4897210804
-12174,3233135407
-12243,6992434799
-12300,5925098643
-12345,8490403912
-12380,11144989
-12403,8490288153
-12417,4357484977
-12421,2158608234
-12415,5263276937
-12400,6814918192
-12376,946205335
-12344,5225270584
-12303,5595900198
-12254,179492673
-12196,5040238623
-12130,669923397
-12056,8297140653
-11975,1440412113
-11885,775065027
-11788,8880219544
-11684,6622914207
-11573,3079736301
-11455,0817378474
-11330,2969444076
-11199,3263284855
-11062,5987764554
-10920,5934179208
-10773,8340496292
-10622,8854561397
-10468,3515459
-10310,8741997293
-10151,1315951378
-9989,8352786684
-9827,7259374701
-9665,5682789597
-9504,1455210375
-9344,2538205484
-9186,6967288471
-9032,2796288827
-8881,8041301255
-8736,06251971121
-8595,8324682568
-8461,8722568805
-8334,9166585404
-8215,6735252716
-8104,8209976164
-8003,0051757517
-7910,8381157975
-7828,8960645032
-7757,717922658
-7697,8039749655
-7649,6149391267
-7613,5713686115
-7590,0534112185
-7579,4008953469
-7581,9136983116
-7597,8523468784
-7627,4388043743
-7670,8574048076
-7728,2558985052
-7799,746575152
-7885,4073702723
-7985,28164639881
-8099,3687657925
-8227,5865747701
-8369,6894475955
-8525,152850396
-8693,0677002976
-8872,096110313
-9060,5160902023
-9256,34252702611
-9457,4802332237
-9661,8581279526
-9867,51122321451
-10072,6057618511
-10275,4265367661
-10474,3542198058
-10667,8542133186
-10854,4842074666
-11032,9143280292
-11201,9475695652
-11360,5300952218
-11507,7477368381
-11642,8119656651
-11765,0422503903
-11873,8511632128
-11968,73522669
-12049,2707000127
-12115,1112326084
-12165,9842473228
-12201,6844791237
-12222,0650738545
-12227,0279544435
-12216,515321006
-12190,5033828199
-12148,9983374234
-12092,0338201131
-12019,6688491967
-11931,9856213255
-11829,0870600618
-11711,0944564428
-11578,1456737199
-11430,3942299835
-11268,0092740524
-11091,17621342
-10900,0976523424
-10694,9943612245
-10476,1061510745
-10243,6926706921
-9998,0342120475
-9739,4325896285
-9468,212087687
-9184,7203974334
-8889,3294328255
-8582,4359280054
-8264,4617648078
-7935,8540274272
-7597,0848113227
-7248,6508178354
-6891,0727523406
-6524,8945262362
-6150,6822537287
-5769,0230375793
-5380,5235503435
-4985,8084318628
-4585,5185332771
-4180,3090399808
-3770,8475021516
-3357,8117954948
-2941,8880302569
-2523,7684249567
-2104,1491621932
-1683,7282455482
-1263,2033772442
-843,269874991602
-424,618643665603
-7,93421395400219
406,107142991899
816,839218110199
1223,60757677329
1625,7711882327
2022,7039407119
2413,7960726904
2798,4555031383
3176,1090575171
3546,20360057249
3908,2070724697
4261,6094349811
4605,9235291073
4940,6858484257
5265,4572313517
5579,8234761869
5883,3958827303
6175,8117242528
6456,7346534555
6725,8550457765
6982,8902831267
7227,5849807703
7459,7111598323
7679,0683676177
7885,4837476738
8078,8120612819
8258,9356618119
8425,76442316579
8579,2356233327
8719,3137839023
8845,9904662652
8959,284025115
9059,2393198294
9145,92738429009
9219,44505567149
9279,9145627548
9327,4830743727
9362,3222086212
9384,62750359869
9394,6178504904
9392,5348899273
9378,6423726676
9353,2254857365
9316,59014527519
9269,0622574802
9210,9869490971
9142,7277690467
9064,6658628451
8977,19912157439
8880,74130721189
8775,7211562028
8662,5814632091
8541,778147011
8413,7793005703
8279,0642272733
8138,1224653822
7991,4528027198
7839,5622836076
7682,9652100331
7522,182139029
7357,7388781997
7190,1654812737
7019,9952455356
6847,76371292569
6674,0076765505
6499,2641943079
6324,0696112456
6148,9585922281
5974,4631664289
5801,1117851137
5629,42839411809
5459,9315223619
5293,13338769989
5129,5390213524
4969,645412107
4813,9406714432
4662,9032206738
4517,0010011614
4376,6907086314
4242,4170525486
4114,6120415069
3993,6942955374
3880,0683862024
3774,1242053228
3676,23636313969
3586,7636166972
3506,0483291946
3434,4159610302
3372,1745932466
3319,6144840453
3277,0076590043
3244,6075356437
3222,6485829052
3211,3460161138
3210,8955279689
3221,4730560693
3243,2345874516
3276,3160005901
3320,8329452683
3376,8807607108
3444,5344323115
3523,8485872616
3614,8575293341
3717,575313066
3831,9958575048
3958,0930996283
4095,8211875176
4245,1147132726
4405,8889856413
4578,04034223379
4761,4465011342
4955,9669516416
5161,4433837982
5377,7001562728
5604,5448020703
5841,7685714565
6089,1470113869
6346,4405806093
6613,3952995113
6889,7434336656
7175,2042099017
7469,484563636
7772,2799160451
8083,2749795569
8402,1445899903
8728,5545635595
9062,1625768259
9402,6190675786
9749,5681544599
10102,6485730777
10461,4946261901
10825,7371454631
11195,0044622016
11568,9233843599
11947,1201770366
12329,2215435998
12714,855604514
13103,6528708901
13495,2472097504
13889,2767979709
14285,385061838
14683,2215991717
15082,443080973
15482,7141296018
15883,7081705402
16285,1082548308
16686,6078493965
17087,911592514
17488,7360118319
17888,8102024447
18287,876462657
18685,6908852548
19082,0239022205
19476,6607810283
19869,4020708158
20260,0639969301
20648,4788025377
21034,4950361828
21417,9777844192
21798,80884883
22176,8868669483
22552,1273768384
22924,4627526064
23293,8114961306
23659,86597342
24022,0085901164
24379,7254972215
24733,0554883802
25082,6398731994
25429,3876355271
25774,0189444241
26116,7842382887
26457,4868858159
26795,7365202401
27131,247204165
27464,0133525551
27794,3022795621
28122,5146763909
28449,0205184635
28774,0621386644
29097,7560376635
29420,1643889992
29741,3785297951
30061,5665099294
30380,9692344624
30699,8613510311
31018,5072268109
31337,1364267252
31655,945825001
31975,1192448297
32294,8487042676
32615,3449574689
32936,8342098078
33259,5461744805
33583,701839995
33909,5071399018
34237,0377533385
34563,0601411732
34873,818146322
35149,1460590484
35377,9659732887
35568,4353362562
35744,7171153716
35933,890157245
36152,4787285949
36400,6325354544
36665,8159797061
36932,0848206028
37188,8032302792
37434,4056542907
37674,5219223192
37916,9341804228
38166,8502986398
38424,8719793471
38687,9642925942
38952,0658598772
39214,4944808442
39474,9319907763
39734,8696405135
39996,246420663
40260,2338126576
40526,7712283766
40794,8843116306
41063,3917995398
41331,512142936
41599,0746061871
41866,3357045452
42133,6130435708
42400,9860875655
42668,2064910207
42934,8076772137
43200,2993422603
43464,319275525
43726,6736550787
43987,2759005953
44246,0453409338
44502,8309448689
44757,3934774689
45009,4389153661
45258,6708451527
45504,8288308527
45747,6967584437
45987,0857685427
46222,8085639259
46454,6615706306
46682,4224117704
46905,8597539185
47124,746761122
47338,8699374652
47548,0299341688
47752,0361632735
47950,6998538012
48143,8297273494
48331,2319321762
48512,7131977449
48688,0848091121
48857,1652892765
49019,7809832874
49175,7650742626
49324,9562156046
49467,1977938947
49602,3381071857
49730,2006526025
49850,3730242061
49962,1239391803
50064,817345406
50158,3614503915
50243,2587639912
50320,2716959848
50389,9668242608
50452,4349367429
50507,3146683598
50554,0466884276
50592,1725516564
50621,5111843569
50642,1519539665
50654,3156971689
50658,1912304846
50653,8390662404
50641,1938737411
50620,1366181125
50590,5786597736
50552,50120687
50505,8175289777
50450,1603034408
50385,0818862167
50310,474717425
50226,7443027623
50134,6324624162
50034,8518214688
49927,7862960767
49813,417349389
49691,4699007304
49561,6517753018
49423,8406021562
49278,0208853211
49121,0287153484
48939,2085118724
48712,4239380185
48429,5245269115
48098,5284017052
47743,4559621617
47391,2912527001
47058,5277990375
46745,3325005737
46439,2045989039
46124,2279196865
45789,780320722
45434,3037080046
45063,4441763274
44685,0210671501
44304,3042462974
43921,9783355837
43535,1049701032
43139,7270892679
42733,2726797779
42315,5415121219
41888,1540312264
41453,1924690469
41011,9863786781
40564,6479807236
40110,4033514368
39648,3757757478
39178,396347786
38701,5237538476
38220,1206057444
37737,510750893
37257,3886214343
36783,2162930639
36317,8051186228
35863,1665528625
35420,5940870581
34990,8623573438
34574,4229936401
34171,5235645881
33782,2390976701
33406,4511671304
33043,8221755716
32693,7973592509
32355,6409252463
32028,4920659797
31711,4197439096
31403,4609322657
31103,6384739001
30810,9644355211
30524,4386484007
30243,0501233331
29965,7840827519
29691,6328248647
29419,6065847659
29148,741179349
